Day fraction since midnight on 5/8/2018,Sec,Min,Source Pressure (Pa),Turbidity Effluent (),Turbidimeter Influent (),BW Pump control (),Raw Water Pump control (),PAC Pump control ()
0.50720543,2714.99904,45.249984,29176.20117,1.27,7.8065,0.99999947,0.14210526,0.80305263
0.50726328,2719.99728,45.333288,29163.30469,1.27,7.7289,0.99999947,0.14210526,0.80305263
0.50732117,2724.998976,45.4166496,29159.17383,1.27,7.6364,0.99999947,0.14210526,0.80305263
0.50737904,2729.998944,45.4999824,29144.24609,1.27,7.6755,0.99999947,0.14210526,0.80305263
0.5074369,2734.998048,45.5833008,29138.29102,1.27,7.5568,0.99999947,0.14210526,0.80305263
0.50749478,2739.99888,45.666648,29162.44531,1.27,7.7633,0.99999947,0.14210526,0.80305263
0.50755264,2744.997984,45.7499664,29139.37109,1.27,7.6434,0.99999947,0.14210526,0.80305263
0.50761051,2749.997952,45.8332992,29127.94336,1.27,7.7927,0.99999947,0.14210526,0.80305263
0.50766838,2754.99792,45.916632,29149.37695,1.27,7.6427,0.99999947,0.14210526,0.80305263
0.50772627,2759.999616,45.9999936,29135.22461,1.27,7.4906,0.99999947,0.14210526,0.80305263
0.50778413,2764.99872,46.083312,29158.80859,1.27,7.6485,0.99999947,0.14210526,0.80305263
0.50784201,2769.999552,46.1666592,29146.54883,1.27,7.7477,0.99999947,0.14210526,0.80305263
0.50789988,2774.99952,46.249992,29161.79688,1.27,7.906,0.99999947,0.14210526,0.80305263
0.50795774,2779.998624,46.3333104,29150.64844,1.27,7.6993,0.99999947,0.14210526,0.80305263
0.50801561,2784.998592,46.4166432,29151.9668,1.27,7.6864,0.99999947,0.14210526,0.80305263
0.50807349,2789.999424,46.4999904,29150.49023,1.26,7.8964,0.99999947,0.14210526,0.80305263
0.50813136,2794.999392,46.5833232,29156.84766,1.26,7.7634,0.99999947,0.14210526,0.80305263
0.50818922,2799.998496,46.6666416,29151.86914,1.26,7.6966,0.99999947,0.14210526,0.80305263
0.50824711,2805.000192,46.7500032,29134.98242,1.26,7.7248,0.99999947,0.14210526,0.80305263
0.50830496,2809.998432,46.8333072,29138.41211,1.26,7.5972,0.99999947,0.14210526,0.80305263
0.50836284,2814.999264,46.9166544,29146.33984,1.26,7.6538,0.99999947,0.14210526,0.80305263
0.50842072,2820.000096,47.0000016,29157.93359,1.26,7.6103,0.99999947,0.14210526,0.80305263
0.50847858,2824.9992,47.08332,29161.87305,1.26,7.7567,0.99999947,0.14210526,0.80305263
0.50853645,2829.999168,47.1666528,29170.55273,1.26,7.6815,0.99999947,0.14210526,0.80305263
0.50859432,2834.999136,47.2499856,29158.79883,1.26,7.6187,0.99999947,0.14210526,0.80305263
0.5086522,2839.999968,47.3333328,29164.58008,1.26,7.8061,0.99999947,0.14210526,0.80305263
0.50871006,2844.999072,47.4166512,29176.78516,1.26,7.922,0.99999947,0.14210526,0.80305263
0.50876793,2849.99904,47.499984,29164.14648,1.26,7.8356,0.99999947,0.14210526,0.80305263
0.5088258,2854.999008,47.5833168,29190.9082,1.26,7.821,0.99999947,0.14210526,0.80305263
0.50888367,2859.998976,47.6666496,29177.02539,1.26,7.9435,0.99999947,0.14210526,0.80305263
0.50894156,2865.000672,47.7500112,29192.66602,1.26,7.9964,0.99999947,0.14210526,0.80305263
0.50899941,2869.998912,47.8333152,29167.7832,1.26,7.8544,0.99999947,0.14210526,0.80305263
0.50905728,2874.99888,47.916648,29188.57227,1.26,7.6844,0.99999947,0.14210526,0.80305263
0.50911517,2880.000576,48.0000096,29168.86719,1.26,7.7417,0.99999947,0.14210526,0.80305263
0.50917302,2884.998816,48.0833136,29207.17578,1.26,7.7103,0.99999947,0.14210526,0.80305263
0.50923089,2889.998784,48.1666464,29211.52734,1.26,7.7972,0.99999947,0.14210526,0.80305263
0.50928876,2894.998752,48.2499792,29183.68164,1.26,7.717,0.99999947,0.14210526,0.80305263
0.50934664,2899.999584,48.3333264,29209.09766,1.26,7.7634,0.99999947,0.14210526,0.80305263
0.5094045,2904.998688,48.4166448,29210.62891,1.26,7.7787,0.99999947,0.14210526,0.80305263
0.50946236,2909.997792,48.4999632,29189.66797,1.27,7.789,0.99999947,0.14210526,0.80305263
0.50952025,2914.999488,48.5833248,29213.44727,1.27,7.7724,0.99999947,0.14210526,0.80305263
0.50957811,2919.998592,48.6666432,29188.33789,1.27,7.6172,0.99999947,0.14210526,0.80305263
0.509636,2925.000288,48.7500048,29232.49023,1.27,7.487,0.99999947,0.14210526,0.80305263
0.50969386,2929.999392,48.8333232,29217.04492,1.27,7.4715,0.99999947,0.14210526,0.80305263
0.50975172,2934.998496,48.9166416,29252.99414,1.27,7.6603,0.99999947,0.14210526,0.80305263
0.5098096,2939.999328,48.9999888,29229.08008,1.27,7.6612,0.99999947,0.14210526,0.80305263
0.50986746,2944.998432,49.0833072,29222.87891,1.26,7.4715,0.99999947,0.14210526,0.80305263
0.50992533,2949.9984,49.16664,29236.09375,1.26,7.6657,0.99999947,0.14210526,0.80305263
0.50998323,2955.00096,49.250016,29242.14063,1.26,7.5365,0.99999947,0.14210526,0.80305263
0.51004107,2959.998336,49.3333056,29264.38281,1.26,7.4873,0.99999947,0.14210526,0.80305263
0.51009895,2964.999168,49.4166528,29258.57813,1.26,7.4527,0.99999947,0.14210526,0.80305263
0.51015682,2969.999136,49.4999856,29241.02344,1.26,7.4347,0.99999947,0.14210526,0.80305263
0.51021469,2974.999104,49.5833184,29258.39844,1.26,7.4998,0.99999947,0.14210526,0.80305263
0.51027254,2979.997344,49.6666224,29269.10547,1.26,7.4683,0.99999947,0.14210526,0.80305263
0.51033042,2984.998176,49.7499696,29263.77734,1.27,7.4038,0.99999947,0.14210526,0.80305263
0.51038829,2989.998144,49.8333024,29266.3125,1.27,7.4948,0.99999947,0.14210526,0.80305263
0.51044617,2994.998976,49.9166496,29273.17773,1.27,7.4031,0.99999947,0.14210526,0.80305263
0.51050403,2999.99808,49.999968,29297.16797,1.27,7.6632,0.99999947,0.14210526,0.80305263
0.51056191,3004.998912,50.0833152,29306.1543,1.27,7.711,0.99999947,0.14210526,0.80305263
0.5106198,3010.000608,50.1666768,29299.72266,1.27,7.6298,0.99999947,0.14210526,0.80305263
0.51067767,3015.000576,50.2500096,29297.19141,1.27,7.5437,0.99999947,0.14210526,0.80305263
0.51073551,3019.997952,50.3332992,29321.7793,1.27,7.6344,0.99999947,0.14210526,0.80305263
0.5107934,3024.999648,50.4166608,29310.45508,1.27,7.6522,0.99999947,0.14210526,0.80305263
0.51085127,3029.999616,50.4999936,29323.54102,1.27,7.7661,0.99999947,0.14210526,0.80305263
0.51090912,3034.997856,50.5832976,29321.20703,1.27,7.6,0.99999947,0.14210526,0.80305263
0.510967,3039.998688,50.6666448,29324.16992,1.27,7.7489,0.99999947,0.14210526,0.80305263
0.51102486,3044.997792,50.7499632,29317.9668,1.27,7.8431,0.99999947,0.14210526,0.80305263
0.51108275,3049.999488,50.8333248,29364.6543,1.27,7.8162,0.99999947,0.14210526,0.80305263
0.5111406,3054.997728,50.9166288,29351.19531,1.27,7.6483,0.99999947,0.14210526,0.80305263
0.51119848,3059.99856,50.999976,29362.2832,1.27,7.6946,0.99999947,0.14210526,0.80305263
0.51125635,3064.998528,51.0833088,29374.48047,1.27,7.7114,0.99999947,0.14210526,0.80305263
0.51131422,3069.998496,51.1666416,29393.76563,1.27,7.6214,0.99999947,0.14210526,0.80305263
0.51137208,3074.9976,51.24996,29382.02344,1.27,7.5712,0.99999947,0.14210526,0.80305263
0.51142997,3079.999296,51.3333216,29393.36719,1.27,7.5216,0.99999947,0.14210526,0.80305263
0.51148783,3084.9984,51.41664,29391.64258,1.27,7.457,0.99999947,0.14210526,0.80305263
0.51154571,3089.999232,51.4999872,29402.75781,1.27,7.6562,0.99999947,0.14210526,0.80305263
0.51160357,3094.998336,51.5833056,29421.18555,1.27,7.7454,0.99999947,0.14210526,0.80305263
0.51166145,3099.999168,51.6666528,29413.12695,1.27,7.6584,0.99999947,0.14210526,0.80305263
0.51171932,3104.999136,51.7499856,29431.01563,1.27,7.693,0.99999947,0.14210526,0.80305263
0.51177718,3109.99824,51.833304,29445.01367,1.27,7.6432,0.99999947,0.14210526,0.80305263
0.51183506,3114.999072,51.9166512,29442.81836,1.27,7.6279,0.99999947,0.14210526,0.80305263
0.51189293,3119.99904,51.999984,29438.96289,1.27,7.4899,0.99999947,0.14210526,0.80305263
0.5119508,3124.999008,52.0833168,29441.54492,1.27,7.5374,0.99999947,0.14210526,0.80305263
0.51200867,3129.998976,52.1666496,29471.99414,1.27,7.755,0.99999947,0.14210526,0.80305263
0.51206654,3134.998944,52.2499824,29458.51953,1.27,7.7269,0.99999947,0.14210526,0.80305263
0.51212441,3139.998912,52.3333152,29470.9082,1.27,7.8112,0.99999947,0.14210526,0.80305263
0.51218229,3144.999744,52.4166624,29493.17188,1.27,7.6708,0.99999947,0.14210526,0.80305263
0.51224016,3149.999712,52.4999952,29477.74805,1.27,7.7195,0.99999947,0.14210526,0.80305263
0.51229801,3154.997952,52.5832992,29514.79102,1.27,7.7024,0.99999947,0.14210526,0.80305263
0.51235588,3159.99792,52.666632,29538.38477,1.27,7.7964,0.99999947,0.14210526,0.80305263
0.51241376,3164.998752,52.7499792,29545.41016,1.27,7.7142,0.99999947,0.14210526,0.80305263
0.51247163,3169.99872,52.833312,29542.0293,1.27,7.7628,0.99999947,0.14210526,0.80305263
0.51252952,3175.000416,52.9166736,29587.86133,1.27,7.6839,0.99999947,0.14210526,0.80305263
0.51258736,3179.997792,52.9999632,29567.6875,1.27,7.6337,0.99999947,0.14210526,0.80305263
0.51264523,3184.99776,53.083296,29615.94727,1.27,7.7798,0.99999947,0.14210526,0.80305263
0.51270311,3189.998592,53.1666432,29635.88867,1.27,7.7106,0.99999947,0.14210526,0.80305263
0.51276099,3194.999424,53.2499904,29669.5293,1.27,7.75,0.99999947,0.14210526,0.80305263
0.51281885,3199.998528,53.3333088,29674.85547,1.27,7.7609,0.99999947,0.14210526,0.80305263
0.51287672,3204.998496,53.4166416,29697.5293,1.27,7.786,0.99999947,0.14210526,0.80305263
0.5129346,3209.999328,53.4999888,29735.5293,1.27,7.6866,0.99999947,0.14210526,0.80305263
0.51299246,3214.998432,53.5833072,29719.64453,1.27,7.75,0.99999947,0.14210526,0.80305263
0.51305033,3219.9984,53.66664,29784.7832,1.27,7.6381,0.99999947,0.14210526,0.80305263
0.51310821,3224.999232,53.7499872,29797.38086,1.27,7.6446,0.99999947,0.14210526,0.80305263
0.51316608,3229.9992,53.83332,29804.27539,1.26,7.6521,0.99999947,0.14210526,0.80305263
0.51322394,3234.998304,53.9166384,29790.5293,1.26,7.6039,0.99999947,0.14210526,0.80305263
0.51328181,3239.998272,53.9999712,29826.32031,1.26,7.6406,0.99999947,0.14210526,0.80305263
0.5133397,3244.999968,54.0833328,29834.26367,1.26,7.6066,0.99999947,0.14210526,0.80305263
0.51339755,3249.998208,54.1666368,29864.06836,1.26,7.5667,0.99999947,0.14210526,0.80305263
0.51345542,3254.998176,54.2499696,29862.97656,1.26,7.7753,0.99999947,0.14210526,0.80305263
0.5135133,3259.999008,54.3333168,29922.56836,1.26,7.7642,0.99999947,0.14210526,0.80305263
0.51357118,3264.99984,54.416664,29897.88672,1.26,7.7,0.99999947,0.14210526,0.80305263
0.51362903,3269.99808,54.499968,29918.69141,1.26,7.7451,0.99999947,0.14210526,0.80305263
0.51368692,3274.999776,54.5833296,29919.54688,1.26,7.6026,0.99999947,0.14210526,0.80305263
0.51374477,3279.998016,54.6666336,29935.36133,1.26,7.6995,0.99999947,0.14210526,0.80305263
0.51380265,3284.998848,54.7499808,29982.32617,1.26,7.6261,0.99999947,0.14210526,0.80305263
0.51386051,3289.997952,54.8332992,29993.91211,1.26,7.7115,0.99999947,0.14210526,0.80305263
0.5139184,3294.999648,54.9166608,30024.31445,1.26,7.5873,0.99999947,0.14210526,0.80305263
0.51397625,3299.997888,54.9999648,30007.63086,1.26,7.6726,0.99999947,0.14210526,0.80305263
0.51403413,3304.99872,55.083312,30030.9668,1.26,7.6893,0.99999947,0.14210526,0.80305263
0.51409202,3310.000416,55.1666736,30067.42578,1.26,7.7038,0.99999947,0.14210526,0.80305263
0.51414988,3314.99952,55.249992,30043.81055,1.26,7.5875,0.99999947,0.14210526,0.80305263
0.51420774,3319.998624,55.3333104,30094.58789,1.26,7.569,0.99999947,0.14210526,0.80305263
0.51426561,3324.998592,55.4166432,30093.81055,1.26,7.5341,0.99999947,0.14210526,0.80305263
0.51432347,3329.997696,55.4999616,30075.79688,1.26,7.5431,0.99999947,0.14210526,0.80305263
0.51438135,3334.998528,55.5833088,30101.12109,1.26,7.5913,0.99999947,0.14210526,0.80305263
0.51443922,3339.998496,55.6666416,30148.01953,1.26,7.5811,0.99999947,0.14210526,0.80305263
0.5144971,3344.999328,55.7499888,30141.51172,1.26,7.6029,0.99999947,0.14210526,0.80305263
0.51455496,3349.998432,55.8333072,30173.98047,1.26,7.5654,0.99999947,0.14210526,0.80305263
0.51461283,3354.9984,55.91664,30168.36328,1.26,7.5914,0.99999947,0.14210526,0.80305263
0.5146707,3359.998368,55.9999728,30164.06836,1.26,7.6439,0.99999947,0.14210526,0.80305263
0.51472861,3365.001792,56.0833632,30173.67773,1.26,7.7409,0.99999947,0.14210526,0.80305263
0.51478646,3370.000032,56.1666672,30238.68945,1.26,7.8498,0.99999947,0.14210526,0.80305263
0.51484432,3374.999136,56.2499856,30225.36523,1.26,7.654,0.99999947,0.14210526,0.80305263
0.51490219,3379.999104,56.3333184,30227.76367,1.26,7.6683,0.99999947,0.14210526,0.80305263
0.51496005,3384.998208,56.4166368,30223.00781,1.26,7.5669,0.99999947,0.14210526,0.80305263
0.51501794,3389.999904,56.4999984,30275.78125,1.26,7.7827,0.99999947,0.14210526,0.80305263
0.5150758,3394.999008,56.5833168,30285.82227,1.26,7.8495,0.99999947,0.14210526,0.80305263
0.51513368,3399.99984,56.666664,30264.99219,1.26,7.7856,0.99999947,0.14210526,0.80305263
0.51519154,3404.998944,56.7499824,30298.67188,1.26,7.7835,0.99999947,0.14210526,0.80305263
0.51524942,3409.999776,56.8333296,30310.45508,1.26,7.7265,0.99999947,0.14210526,0.80305263
0.51530729,3414.999744,56.9166624,30314.73047,1.26,7.7904,0.99999947,0.14210526,0.80305263
0.51536515,3419.998848,56.9999808,30310.86719,1.26,7.6222,0.99999947,0.14210526,0.80305263
0.51542301,3424.997952,57.0832992,30318.99414,1.26,7.4906,0.99999947,0.14210526,0.80305263
0.5154809,3429.999648,57.1666608,30342.60742,1.26,7.4804,0.99999947,0.14210526,0.80305263
0.51553878,3435.00048,57.250008,30349.24023,1.26,7.7211,0.99999947,0.14210526,0.80305263
0.51559663,3439.99872,57.333312,30336.41992,1.26,7.748,0.99999947,0.14210526,0.80305263
0.5156545,3444.998688,57.4166448,30387.20313,1.26,7.7779,0.99999947,0.14210526,0.80305263
0.51571239,3450.000384,57.5000064,30389.30469,1.26,7.6371,0.99999947,0.14210526,0.80305263
0.51577025,3454.999488,57.5833248,30376.7793,1.26,7.6763,0.99999947,0.14210526,0.80305263
0.51582811,3459.998592,57.6666432,30403.73047,1.26,7.6805,0.99999947,0.14210526,0.80305263
0.51588598,3464.99856,57.749976,30388.48047,1.26,7.6385,0.99999947,0.14210526,0.80305263
0.51594386,3469.999392,57.8333232,30415.72852,1.26,7.6015,0.99999947,0.14210526,0.80305263
0.51600173,3474.99936,57.916656,30440.5957,1.26,7.6376,0.99999947,0.14210526,0.80305263
0.5160596,3479.999328,57.9999888,30443.15234,1.26,7.521,0.99999947,0.14210526,0.80305263
0.51611746,3484.998432,58.0833072,30452.78711,1.26,7.5063,0.99999947,0.14210526,0.80305263
0.51617534,3489.999264,58.1666544,30462.17969,1.26,7.5556,0.99999947,0.14210526,0.80305263
0.5162332,3494.998368,58.2499728,30450.44336,1.26,7.6589,0.99999947,0.14210526,0.80305263
0.51629108,3499.9992,58.33332,30476.32813,1.26,7.6617,0.99999947,0.14210526,0.80305263
0.51634895,3504.999168,58.4166528,30450.40234,1.26,7.6557,0.99999947,0.14210526,0.80305263
0.51640683,3510,58.5,30454.91016,1.26,7.7332,0.99999947,0.14210526,0.80305263
0.51646467,3514.997376,58.5832896,30472.71484,1.26,7.7574,0.99999947,0.14210526,0.80305263
0.51652256,3519.999072,58.6666512,30508.08008,1.26,7.9584,0.99999947,0.14210526,0.80305263
0.51658043,3524.99904,58.749984,30505.50586,1.26,7.9717,0.99999947,0.14210526,0.80305263
0.51663829,3529.998144,58.8333024,30475.93359,1.26,7.859,0.99999947,0.14210526,0.80305263
0.51669616,3534.998112,58.9166352,30496.06641,1.26,7.8132,0.99999947,0.14210526,0.80305263
0.51675403,3539.99808,58.999968,30493.9707,1.26,7.8609,0.99999947,0.14210526,0.80305263
0.51681192,3544.999776,59.0833296,30511.50391,1.26,7.6962,0.99999947,0.14210526,0.80305263
0.51686978,3549.99888,59.166648,30498.01367,1.26,7.7037,0.99999947,0.14210526,0.80305263
0.51692766,3554.999712,59.2499952,30512.60938,1.26,7.8024,0.99999947,0.14210526,0.80305263
0.51698551,3559.997952,59.3332992,30551.58984,1.26,7.7354,0.99999947,0.14210526,0.80305263
0.51704339,3564.998784,59.4166464,30559.3418,1.26,7.9702,0.99999947,0.14210526,0.80305263
0.51710126,3569.998752,59.4999792,30526.79297,1.26,7.7615,0.99999947,0.14210526,0.80305263
0.51715914,3574.999584,59.5833264,30552.04688,1.26,7.7445,0.99999947,0.14210526,0.80305263
0.51721702,3580.000416,59.6666736,30545.1543,1.26,7.8059,0.99999947,0.14210526,0.80305263
0.51727486,3584.997792,59.7499632,30565.95898,1.26,7.9189,0.99999947,0.14210526,0.80305263
0.51733274,3589.998624,59.8333104,30542.79883,1.26,7.7822,0.99999947,0.14210526,0.80305263
0.51739062,3594.999456,59.9166576,30554.40625,1.26,7.6243,0.99999947,0.14210526,0.80305263
0.51744849,3599.999424,59.9999904,30568.93164,1.26,7.6116,0.99999947,0.14210526,0.80305263
0.51750636,3604.999392,60.0833232,30580.99023,1.26,7.6422,0.99999947,0.14210526,0.80305263
0.51756422,3609.998496,60.1666416,30562.9668,1.26,7.5204,0.99999947,0.14210526,0.80305263
0.5176221,3614.999328,60.2499888,30579.94336,1.26,7.6656,0.99999947,0.14210526,0.80305263
0.51767996,3619.998432,60.3333072,30591.38281,1.26,7.6933,0.99999947,0.14210526,0.80305263
0.51773783,3624.9984,60.41664,30563.56836,1.26,7.5793,0.99999947,0.14210526,0.80305263
0.51779571,3629.999232,60.4999872,30573.46289,1.26,7.6428,0.99999947,0.14210526,0.80305263
0.51785357,3634.998336,60.5833056,30591.23242,1.26,7.8723,0.99999947,0.14210526,0.80305263
0.51791146,3640.000032,60.6666672,30600.48242,1.26,7.8127,0.99999947,0.14210526,0.80305263
0.51796932,3644.999136,60.7499856,30586.73633,1.26,7.7653,0.99999947,0.14210526,0.80305263
0.51802718,3649.99824,60.833304,30597.92578,1.26,7.9869,0.99999947,0.14210526,0.80305263
0.51808506,3654.999072,60.9166512,30580.94531,1.26,7.7251,0.99999947,0.14210526,0.80305263
0.51814294,3659.999904,60.9999984,30603.24219,1.26,7.8138,0.99999947,0.14210526,0.80305263
0.51820081,3664.999872,61.0833312,30622.96094,1.26,7.7426,0.99999947,0.14210526,0.80305263
0.51825866,3669.998112,61.1666352,30619.54688,1.26,7.7615,0.99999947,0.14210526,0.80305263
0.51831656,3675.000672,61.2500112,30622.33594,1.26,7.8778,0.99999947,0.14210526,0.80305263
0.5183744,3679.998048,61.3333008,30629.80859,1.26,7.8427,0.99999947,0.14210526,0.80305263
0.51843227,3684.998016,61.4166336,30622.76953,1.26,7.7548,0.99999947,0.14210526,0.80305263
0.51849015,3689.998848,61.4999808,30624.47656,1.26,7.6968,0.99999947,0.14210526,0.80305263
0.51854804,3695.000544,61.5833424,30622.58203,1.26,7.753,0.99999947,0.14210526,0.80305263
0.51860589,3699.998784,61.6666464,30616.25195,1.26,7.5972,0.99999947,0.14210526,0.80305263
0.51866377,3704.999616,61.7499936,30626.5957,1.26,7.5699,0.99999947,0.14210526,0.80305263
0.51872164,3709.999584,61.8333264,30639.04688,1.26,7.6156,0.99999947,0.14210526,0.80305263
0.51877951,3714.999552,61.9166592,30617.66211,1.26,7.7204,0.99999947,0.14210526,0.80305263
0.51883738,3719.99952,61.999992,30629.64063,1.26,7.7172,0.99999947,0.14210526,0.80305263
0.51889523,3724.99776,62.083296,30626.63477,1.26,7.6293,0.99999947,0.14210526,0.80305263
0.51895311,3729.998592,62.1666432,30624.28125,1.26,7.7648,0.99999947,0.14210526,0.80305263
0.51901097,3734.997696,62.2499616,30662.18359,1.26,7.7589,0.99999947,0.14210526,0.80305263
0.51906885,3739.998528,62.3333088,30653.24414,1.26,7.6748,0.99999947,0.14210526,0.80305263
0.51912674,3745.000224,62.4166704,30647.625,1.26,7.5707,0.99999947,0.14210526,0.80305263
0.5191846,3749.999328,62.4999888,30640.14648,1.26,7.5728,0.99999947,0.14210526,0.80305263
0.51924245,3754.997568,62.5832928,30645.72852,1.26,7.6955,0.99999947,0.14210526,0.80305263
0.51930033,3759.9984,62.66664,30658.78711,1.26,7.682,0.99999947,0.14210526,0.80305263
0.51935819,3764.997504,62.7499584,30655.83984,1.26,7.9416,0.99999947,0.14210526,0.80305263
0.51941607,3769.998336,62.8333056,30678.94531,1.26,8.1857,0.99999947,0.14210526,0.80305263
0.51947394,3774.998304,62.9166384,30665.18945,1.26,7.9358,0.99999947,0.14210526,0.80305263
0.51953183,3780,63,30656.63867,1.26,7.9813,0.99999947,0.14210526,0.80305263
0.51958969,3784.999104,63.0833184,30656.37891,1.26,7.7615,0.99999947,0.14210526,0.80305263
0.51964757,3789.999936,63.1666656,30629.43164,1.26,7.688,0.99999947,0.14210526,0.80305263
0.51970544,3794.999904,63.2499984,30636.07813,1.26,7.5084,0.99999947,0.14210526,0.80305263
0.51976331,3799.999872,63.3333312,30664.54297,1.26,7.5977,0.99999947,0.14210526,0.80305263
0.51982118,3804.99984,63.416664,30633.94922,1.26,7.6918,0.99999947,0.14210526,0.80305263
0.51987905,3809.999808,63.4999968,30670.08789,1.26,7.6232,0.99999947,0.14210526,0.80305263
0.5199369,3814.998048,63.5833008,30669.09961,1.26,7.642,0.99999947,0.14210526,0.80305263
0.51999479,3819.999744,63.6666624,30654.64063,1.26,7.5888,0.99999947,0.14210526,0.80305263
0.52005264,3824.997984,63.7499664,30655.72461,1.26,7.6305,0.99999947,0.14210526,0.80305263
0.52011053,3829.99968,63.833328,30667.58398,1.26,7.6516,0.99999947,0.14210526,0.80305263
0.52016838,3834.99792,63.916632,30661.35742,1.26,7.5576,0.99999947,0.14210526,0.80305263
0.52022626,3839.998752,63.9999792,30661.16797,1.26,7.504,0.99999947,0.14210526,0.80305263
0.52028414,3844.999584,64.0833264,30650.88086,1.26,7.6016,0.99999947,0.14210526,0.80305263
0.520342,3849.998688,64.1666448,30646.99805,1.26,7.5505,0.99999947,0.14210526,0.80305263
0.52039986,3854.997792,64.2499632,30696.67383,1.26,7.4721,0.99999947,0.14210526,0.80305263
0.52045775,3859.999488,64.3333248,30647.24023,1.26,7.6296,0.99999947,0.14210526,0.80305263
0.52051562,3864.999456,64.4166576,30657.31836,1.26,7.7094,0.99999947,0.14210526,0.80305263
0.52057348,3869.99856,64.499976,30674.63672,1.26,7.6712,0.99999947,0.14210526,0.80305263
0.52063136,3874.999392,64.5833232,30680.41797,1.26,7.9922,0.99999947,0.14210526,0.80305263
0.52068921,3879.997632,64.6666272,30660.05859,1.26,7.8077,0.99999947,0.14210526,0.80305263
0.52074709,3884.998464,64.7499744,30661.40234,1.26,7.8282,0.99999947,0.14210526,0.80305263
0.52080498,3890.00016,64.833336,30679.94922,1.26,7.8915,0.99999947,0.14210526,0.80305263
0.52086284,3894.999264,64.9166544,30692.65234,1.26,7.8043,0.99999947,0.14210526,0.80305263
0.52092071,3899.999232,64.9999872,30661.41406,1.26,7.7561,0.99999947,0.14210526,0.80305263
0.52097858,3904.9992,65.08332,30661.07813,1.26,7.6925,0.99999947,0.14210526,0.80305263
0.52103644,3909.998304,65.1666384,30683.87695,1.26,8.0403,0.99999947,0.14210526,0.80305263
0.52109432,3914.999136,65.2499856,30648.46484,1.26,7.9972,0.99999947,0.14210526,0.80305263
0.52115218,3919.99824,65.333304,30653.86328,1.26,8.0309,0.99999947,0.14210526,0.80305263
0.52121007,3924.999936,65.4166656,30667.59375,1.26,8.1298,0.99999947,0.14210526,0.80305263
0.52126795,3930.000768,65.5000128,30633.5,1.26,8.0954,0.99999947,0.14210526,0.80305263
0.52132579,3934.998144,65.5833024,30654.24414,1.26,7.932,0.99999947,0.14210526,0.80305263
0.52138366,3939.998112,65.6666352,30664.97266,1.26,8.0696,0.99999947,0.14210526,0.80305263
0.52144153,3944.99808,65.749968,30698.90625,1.26,7.7711,0.99999947,0.14210526,0.80305263
0.52149941,3949.998912,65.8333152,30650.18359,1.26,7.6811,0.99999947,0.14210526,0.80305263
0.52155727,3954.998016,65.9166336,30668.44141,1.26,7.7997,0.99999947,0.14210526,0.80305263
0.52161515,3959.998848,65.9999808,30664.18359,1.26,7.7967,0.99999947,0.14210526,0.80305263
0.52167301,3964.997952,66.0832992,30659.00391,1.26,7.6771,0.99999947,0.14210526,0.80305263
0.5217309,3969.999648,66.1666608,30647.8125,1.26,7.6462,0.99999947,0.14210526,0.80305263
0.52178877,3974.999616,66.2499936,30621.08008,1.26,7.6815,0.99999947,0.14210526,0.80305263
0.52184663,3979.99872,66.333312,30653.93164,1.26,7.6879,0.99999947,0.14210526,0.80305263
0.52190449,3984.997824,66.4166304,30640.31445,1.26,7.6872,0.99999947,0.14210526,0.80305263
0.52196238,3989.99952,66.499992,30650.83008,1.26,7.6691,0.99999947,0.14210526,0.80305263
0.52202023,3994.99776,66.583296,30631.51563,1.26,7.6699,0.99999947,0.14210526,0.80305263
0.52207811,3999.998592,66.6666432,30642.51367,1.26,7.6707,0.99999947,0.14210526,0.80305263
0.52213599,4004.999424,66.7499904,30645.23047,1.26,7.6918,0.99999947,0.14210526,0.80305263
0.52219385,4009.998528,66.8333088,30643.3125,1.26,7.5617,0.99999947,0.14210526,0.80305263
0.52225173,4014.99936,66.916656,30645.50195,1.26,7.5818,0.99999947,0.14210526,0.80305263
0.52230959,4019.998464,66.9999744,30646.55664,1.26,7.7546,0.99999947,0.14210526,0.80305263
0.52236747,4024.999296,67.0833216,30649.10352,1.26,7.6832,0.99999947,0.14210526,0.80305263
0.52242534,4029.999264,67.1666544,30635.36133,1.26,7.6959,0.99999947,0.14210526,0.80305263
0.52248321,4034.999232,67.2499872,30621.6582,1.26,7.6641,0.99999947,0.14210526,0.80305263
0.52254107,4039.998336,67.3333056,30635.23438,1.26,7.5619,0.99999947,0.14210526,0.80305263
0.52259895,4044.999168,67.4166528,30643.95117,1.26,7.5544,0.99999947,0.14210526,0.80305263
0.52265682,4049.999136,67.4999856,30619.16992,1.26,7.5495,0.99999947,0.14210526,0.80305263
0.52271468,4054.99824,67.583304,30650.6582,1.26,7.5839,0.99999947,0.14210526,0.80305263
0.52277256,4059.999072,67.6666512,30632.8457,1.26,7.784,0.99999947,0.14210526,0.80305263
0.52283043,4064.99904,67.749984,30626.00781,1.26,7.6297,0.99999947,0.14210526,0.80305263
0.52288829,4069.998144,67.8333024,30619.9707,1.26,7.5726,0.99999947,0.14210526,0.80305263
0.52294616,4074.998112,67.9166352,30608.8125,1.26,7.4128,0.99999947,0.14210526,0.80305263
0.52300403,4079.99808,67.999968,30608.35938,1.26,7.449,0.99999947,0.14210526,0.80305263
